,67,72,3,67,73,5,67,62,16,67,62,16,67,61,16,67,64,8,67,60,8,67,66,14,67,70,8,67,69,6,67,62,14,67,64,10,67,70,10,67,69,6,67,76,3,67,60,15,67,62,15,67,70,9,67,64,15,67,74,6,67,73,3,67,62,13,67,74,3,67,73,5,67,61,14,67,65,15,67,72,5,67,59,18,67,66,14,67,73,7,67,64,13,67,72,3,67,60,16,67,64,16,67,70,9,67,75,5,67,62,15,67,66,14,67,68,12,67,72,8,67,62,11,67,64,12,67,63,14,67,74,3,67,71,9,67,62,13,67,59,18,67,61,11,67,64,13,67,66,11
,68,72,3,68,73,5,68,62,16,68,62,16,68,61,16,68,63,9,68,60,8,68,66,14,68,70,8,68,69,6,68,62,14,68,64,10,68,70,10,68,69,6,68,76,3,68,60,15,68,62,15,68,70,9,68,64,15,68,73,7,68,73,3,68,62,13,68,74,3,68,73,5,68,61,14,68,65,15,68,72,5,68,59,18,68,66,14,68,73,7,68,63,14,68,72,3,68,60,16,68,64,16,68,70,9,68,75,5,68,62,15,68,66,14,68,67,13,68,71,9,68,62,11,68,64,12,68,63,14,68,74,3,68,71,9,68,62,13,68,59,18,68,61,11,68,64,13,68,66,11
,69,71,4,69,72,6,69,61,17,69,62,16,69,61,16,69,63,9,69,60,8,69,66,14,69,70,8,69,69,6,69,62,14,69,64,10,69,70,10,69,69,6,69,76,3,69,60,15,69,62,15,69,70,9,69,63,16,69,73,7,69,73,3,69,62,13,69,74,3,69,73,5,69,61,14,69,65,15,69,72,5,69,59,18,69,66,14,69,73,7,69,63,14,69,72,3,69,60,16,69,64,16,69,70,9,69,75,5,69,62,15,69,66,14,69,67,13,69,71,9,69,62,11,69,64,12,69,63,14,69,74,3,69,71,9,69,62,13,69,59,18,69,61,11,69,64,13,69,66,11
,70,71,4,70,72,6,70,60,18,70,62,16,70,60,17,70,61,11,70,60,8,70,66,14,70,70,8,70,68,7,70,62,14,70,64,10,70,70,10,70,69,6,70,76,3,70,60,15,70,62,15,70,70,9,70,63,16,70,73,7,70,73,3,70,62,13,70,74,3,70,72,6,70,60,15,70,65,15,70,72,5,70,59,18,70,66,14,70,73,7,70,63,14,70,72,3,70,60,16,70,64,16,70,70,9,70,75,5,70,61,16,70,65,15,70,66,14,70,71,9,70,62,11,70,64,12,70,63,14,70,74,3,70,71,9,70,62,13,70,58,19,70,61,11,70,64,13,70,66,11
,71,71,4,71,71,7,71,59,19,71,62,16,71,60,17,71,61,11,71,60,8,71,66,14,71,70,8,71,68,7,71,62,14,71,64,10,71,70,10,71,69,6,71,76,3,71,60,15,71,62,15,71,70,9,71,63,16,71,73,7,71,73,3,71,62,13,71,74,3,71,72,6,71,60,15,71,65,15,71,72,5,71,59,18,71,66,14,71,73,7,71,63,14,71,71,4,71,60,16,71,64,16,71,70,9,71,75,5,71,61,16,71,65,15,71,64,16,71,71,9,71,62,11,71,64,12,71,63,14,71,74,3,71,71,9,71,62,13,71,58,19,71,61,11,71,64,13,71,66,11
,72,71,4,72,71,7,72,59,19,72,62,16,72,60,17,72,61,11,72,60,8,72,66,14,72,70,8,72,68,7,72,62,14,72,64,10,72,70,10,72,69,6,72,76,3,72,59,16,72,62,15,72,70,9,72,62,17,72,73,7,72,73,3,72,62,13,72,74,3,72,71,7,72,59,16,72,65,15,72,72,5,72,59,18,72,66,14,72,72,8,72,63,14,72,71,4,72,60,16,72,64,16,72,70,9,72,75,5,72,61,16,72,65,15,72,64,16,72,70,10,72,62,11,72,64,12,72,63,14,72,74,3,72,71,9,72,62,13,72,58,19,72,61,11,72,64,13,72,66,11
,73,71,4,73,71,7,73,59,19,73,62,16,73,60,17,73,60,12,73,60,8,73,66,14,73,70,8,73,68,7,73,62,14,73,64,10,73,70,10,73,69,6,73,76,3,73,59,16,73,62,15,73,70,9,73,62,17,73,73,7,73,73,3,73,62,13,73,74,3,73,71,7,73,59,16,73,65,15,73,72,5,73,59,18,73,66,14,73,72,8,73,63,14,73,71,4,73,60,16,73,64,16,73,70,9,73,75,5,73,60,17,73,65,15,73,64,16,73,70,10,73,62,11,73,64,12,73,63,14,73,74,3,73,70,10,73,62,13,73,58,19,73,61,11,73,64,13,73,66,11
,74,71,4,74,71,7,74,59,19,74,62,16,74,60,17,74,60,12,74,60,8,74,66,14,74,69,9,74,67,8,74,61,15,74,64,10,74,70,10,74,68,7,74,76,3,74,59,16,74,62,15,74,70,9,74,62,17,74,73,7,74,73,3,74,62,13,74,74,3,74,71,7,74,59,16,74,65,15,74,72,5,74,59,18,74,66,14,74,72,8,74,63,14,74,71,4,74,60,16,74,64,16,74,70,9,74,75,5,74,60,17,74,65,15,74,64,16,74,69,11,74,62,11,74,64,12,74,63,14,74,73,4,74,70,10,74,62,13,74,58,19,74,61,11,74,64,13,74,66,11
,75,71,4,75,71,7,75,59,19,75,62,16,75,60,17,75,59,13,75,60,8,75,66,14,75,69,9,75,67,8,75,61,15,75,64,10,75,70,10,75,68,7,75,76,3,75,58,17,75,62,15,75,70,9,75,62,17,75,73,7,75,73,3,75,62,13,75,74,3,75,71,7,75,59,16,75,65,15,75,72,5,75,59,18,75,66,14,75,71,9,75,63,14,75,71,4,75,60,16,75,64,16,75,70,9,75,75,5,75,60,17,75,65,15,75,63,17,75,69,11,75,62,11,75,64,12,75,63,14,75,72,5,75,70,10,75,62,13,75,58,19,75,61,11,75,64,13,75,66,11
,76,70,5,76,71,7,76,59,19,76,62,16,76,60,17,76,58,14,76,60,8,76,65,15,76,69,9,76,67,8,76,61,15,76,64,10,76,70,10,76,68,7,76,76,3,76,58,17,76,62,15,76,70,9,76,62,17,76,73,7,76,72,4,76,62,13,76,74,3,76,71,7,76,59,16,76,65,15,76,72,5,76,59,18,76,66,14,76,71,9,76,63,14,76,71,4,76,60,16,76,64,16,76,70,9,76,75,5,76,60,17,76,65,15,76,63,17,76,69,11,76,62,11,76,64,12,76,63,14,76,72,5,76,70,10,76,62,13,76,58,19,76,61,11,76,64,13,76,66,11
,77,70,5,77,71,7,77,59,19,77,62,16,77,59,18,77,57,15,77,60,8,77,65,15,77,68,10,77,66,9,77,61,15,77,64,10,77,70,10,77,68,7,77,76,3,77,57,18,77,62,15,77,70,9,77,61,18,77,73,7,77,72,4,77,62,13,77,74,3,77,71,7,77,59,16,77,64,16,77,72,5,77,59,18,77,66,14,77,70,10,77,63,14,77,71,4,77,59,17,77,64,16,77,70,9,77,75,5,77,59,18,77,65,15,77,63,17,77,69,11,77,62,11,77,63,13,77,63,14,77,72,5,77,69,11,77,62,13,77,58,19,77,61,11,77,64,13,77,66,11
,78,69,6,78,70,8,78,59,19,78,61,17,78,58,19,78,56,16,78,60,8,78,64,16,78,68,10,78,65,10,78,61,15,78,64,10,78,70,10,78,68,7,78,76,3,78,56,19,78,62,15,78,70,9,78,61,18,78,73,7,78,71,5,78,62,13,78,74,3,78,71,7,78,59,16,78,64,16,78,72,5,78,59,18,78,66,14,78,70,10,78,63,14,78,71,4,78,59,17,78,64,16,78,70,9,78,75,5,78,58,19,78,65,15,78,63,17,78,69,11,78,62,11,78,63,13,78,63,14,78,72,5,78,69,11,78,62,13,78,58,19,78,61,11,78,64,13,78,66,11
,79,69,6,79,70,8,79,59,19,79,61,17,79,57,20,79,56,16,79,60,8,79,64,16,79,68,10,79,65,10,79,60,16,79,64,10,79,70,10,79,68,7,79,75,4,79,56,19,79,62,15,79,70,9,79,61,18,79,73,7,79,70,6,79,62,13,79,74,3,79,71,7,79,59,16,79,64,16,79,72,5,79,59,18,79,66,14,79,70,10,79,63,14,79,70,5,79,59,17,79,64,16,79,70,9,79,75,5,79,58,19,79,65,15,79,63,17,79,69,11,79,62,11,79,63,13,79,63,14,79,72,5,79,69,11,79,62,13,79,58,19,79,61,11,79,64,13,79,66,11
,80,69,6,80,70,8,80,58,20,80,61,17,80,57,20,80,56,16,80,60,8,80,64,16,80,68,10,80,65,10,80,60,16,80,64,10,80,70,10,80,68,7,80,75,4,80,56,19,80,62,15,80,70,9,80,61,18,80,73,7,80,70,6,80,62,13,80,74,3,80,71,7,80,59,16,80,64,16,80,72,5,80,59,18,80,66,14,80,70,10,80,63,14,80,70,5,80,59,17,80,64,16,80,70,9,80,75,5,80,58,19,80,65,15,80,63,17,80,69,11,80,62,11,80,63,13,80,63,14,80,71,6,80,69,11,80,62,13,80,58,19,80,60,12,80,64,13,80,66,11
,81,68,7,81,70,8,81,58,20,81,61,17,81,57,20,81,56,16,81,60,8,81,64,16,81,68,10,81,65,10,81,60,16,81,64,10,81,70,10,81,68,7,81,75,4,81,55,20,81,62,15,81,70,9,81,61,18,81,73,7,81,69,7,81,62,13,81,74,3,81,71,7,81,59,16,81,64,16,81,72,5,81,59,18,81,66,14,81,70,10,81,63,14,81,70,5,81,59,17,81,64,16,81,69,10,81,74,6,81,57,20,81,65,15,81,62,18,81,69,11,81,61,12,81,63,13,81,63,14,81,71,6,81,69,11,81,62,13,81,58,19,81,59,13,81,64,13,81,66,11
,82,68,7,82,70,8,82,58,20,82,61,17,82,57,20,82,56,16,82,60,8,82,64,16,82,68,10,82,65,10,82,60,16,82,64,10,82,70,10,82,68,7,82,75,4,82,55,20,82,62,15,82,70,9,82,60,19,82,73,7,82,69,7,82,62,13,82,73,4,82,71,7,82,59,16,82,64,16,82,72,5,82,59,18,82,66,14,82,69,11,82,63,14,82,69,6,82,59,17,82,64,16,82,69,10,82,73,7,82,57,20,82,65,15,82,62,18,82,69,11,82,61,12,82,63,13,82,63,14,82,71,6,82,69,11,82,62,13,82,58,19,82,59,13,82,64,13,82,66,11
,83,66,9,83,69,9,83,58,20,83,61,17,83,57,20,83,56,16,83,60,8,83,64,16,83,68,10,83,65,10,83,60,16,83,64,10,83,70,10,83,68,7,83,75,4,83,55,20,83,62,15,83,70,9,83,60,19,83,73,7,83,69,7,83,62,13,83,72,5,83,71,7,83,59,16,83,64,16,83,72,5,83,59,18,83,66,14,83,69,11,83,63,14,83,69,6,83,58,18,83,63,17,83,69,10,83,73,7,83,57,20,83,65,15,83,62,18,83,69,11,83,61,12,83,63,13,83,63,14,83,71,6,83,69,11,83,62,13,83,58,19,83,58,14,83,64,13,83,66,11
,84,65,10,84,68,10,84,57,21,84,61,17,84,56,21,84,56,16,84,60,8,84,63,17,84,68,10,84,65,10,84,58,18,84,64,10,84,70,10,84,67,8,84,75,4,84,55,20,84,62,15,84,70,9,84,60,19,84,73,7,84,69,7,84,61,14,84,72,5,84,71,7,84,59,16,84,63,17,84,72,5,84,59,18,84,66,14,84,69,11,84,63,14,84,69,6,84,58,18,84,63,17,84,69,10,84,73,7,84,56,21,84,65,15,84,62,18,84,69,11,84,61,12,84,63,13,84,63,14,84,71,6,84,69,11,84,62,13,84,58,19,84,57,15,84,64,13,84,66,11
,85,65,10,85,68,10,85,57,21,85,60,18,85,55,22,85,56,16,85,60,8,85,62,18,85,68,10,85,65,10,85,56,20,85,64,10,85,70,10,85,67,8,85,75,4,85,55,20,85,62,15,85,70,9,85,60,19,85,73,7,85,69,7,85,61,14,85,72,5,85,71,7,85,59,16,85,63,17,85,72,5,85,59,18,85,66,14,85,69,11,85,63,14,85,69,6,85,57,19,85,63,17,85,69,10,85,73,7,85,56,21,85,65,15,85,62,18,85,69,11,85,61,12,85,63,13,85,63,14,85,71,6,85,69,11,85,62,13,85,58,19,85,56,16,85,64,13,85,66,11
,86,65,10,86,68,10,86,56,22,86,60,18,86,55,22,86,56,16,86,60,8,86,62,18,86,68,10,86,65,10,86,55,21,86,64,10,86,70,10,86,67,8,86,75,4,86,54,21,86,62,15,86,70,9,86,60,19,86,73,7,86,69,7,86,61,14,86,71,6,86,71,7,86,59,16,86,63,17,86,72,5,86,59,18,86,66,14,86,69,11,86,63,14,86,69,6,86,56,20,86,63,17,86,69,10,86,73,7,86,56,21,86,65,15,86,62,18,86,69,11,86,61,12,86,63,13,86,63,14,86,71,6,86,69,11,86,62,13,86,58,19,86,55,17,86,64,13,86,65,12
,87,64,11,87,67,11,87,56,22,87,60,18,87,55,22,87,56,16,87,60,8,87,62,18,87,68,10,87,65,10,87,54,22,87,64,10,87,70,10,87,67,8,87,75,4,87,54,21,87,62,15,87,69,10,87,60,19,87,73,7,87,69,7,87,60,15,87,70,7,87,70,8,87,59,16,87,63,17,87,72,5,87,58,19,87,66,14,87,69,11,87,63,14,87,69,6,87,56,20,87,63,17,87,69,10,87,73,7,87,56,21,87,65,15,87,62,18,87,69,11,87,61,12,87,63,13,87,63,14,87,71,6,87,69,11,87,62,13,87,58,19,87,55,17,87,64,13,87,64,13
,88,64,11,88,66,12,88,56,22,88,60,18,88,55,22,88,56,16,88,60,8,88,61,19,88,68,10,88,64,11,88,54,22,88,64,10,88,70,10,88,66,9,88,75,4,88,54,21,88,61,16,88,69,10,88,60,19,88,72,8,88,67,9,88,60,15,88,70,7,88,69,9,88,59,16,88,62,18,88,72,5,88,58,19,88,66,14,88,69,11,88,63,14,88,69,6,88,56,20,88,63,17,88,69,10,88,73,7,88,56,21,88,65,15,88,62,18,88,69,11,88,61,12,88,63,13,88,63,14,88,71,6,88,69,11,88,62,13,88,58,19,88,55,17,88,64,13,88,64,13
,89,64,11,89,65,13,89,56,22,89,60,18,89,54,23,89,55,17,89,60,8,89,61,19,89,68,10,89,64,11,89,54,22,89,64,10,89,70,10,89,65,10,89,75,4,89,54,21,89,61,16,89,68,11,89,60,19,89,71,9,89,67,9,89,60,15,89,70,7,89,69,9,89,59,16,89,62,18,89,72,5,89,58,19,89,66,14,89,69,11,89,63,14,89,69,6,89,56,20,89,63,17,89,69,10,89,73,7,89,55,22,89,65,15,89,62,18,89,69,11,89,61,12,89,63,13,89,62,15,89,71,6,89,69,11,89,62,13,89,58,19,89,54,18,89,64,13,89,64,13
,90,64,11,90,65,13,90,55,23,90,59,19,90,54,23,90,54,18,90,60,8,90,61,19,90,68,10,90,64,11,90,54,22,90,64,10,90,70,10,90,65,10,90,75,4,90,54,21,90,61,16,90,68,11,90,59,20,90,71,9,90,66,10,90,60,15,90,70,7,90,69,9,90,59,16,90,62,18,90,72,5,90,58,19,90,66,14,90,69,11,90,63,14,90,69,6,90,56,20,90,63,17,90,69,10,90,73,7,90,55,22,90,65,15,90,62,18,90,69,11,90,61,12,90,63,13,90,62,15,90,71,6,90,69,11,90,62,13,90,57,20,90,54,18,90,64,13,90,64,13
,91,63,12,91,65,13,91,55,23,91,58,20,91,54,23,91,53,19,91,60,8,91,61,19,91,68,10,91,64,11,91,54,22,91,64,10,91,70,10,91,64,11,91,75,4,91,54,21,91,61,16,91,68,11,91,59,20,91,71,9,91,66,10,91,60,15,91,70,7,91,68,10,91,59,16,91,62,18,91,72,5,91,58,19,91,66,14,91,69,11,91,63,14,91,69,6,91,56,20,91,63,17,91,69,10,91,72,8,91,55,22,91,65,15,91,62,18,91,69,11,91,61,12,91,62,14,91,62,15,91,71,6,91,69,11,91,62,13,91,57,20,91,54,18,91,64,13,91,64,13
,92,62,13,92,64,14,92,55,23,92,57,21,92,54,23,92,53,19,92,60,8,92,61,19,92,68,10,92,64,11,92,54,22,92,64,10,92,70,10,92,64,11,92,75,4,92,54,21,92,61,16,92,68,11,92,59,20,92,71,9,92,66,10,92,60,15,92,70,7,92,68,10,92,59,16,92,62,18,92,72,5,92,58,19,92,66,14,92,69,11,92,63,14,92,69,6,92,55,21,92,63,17,92,69,10,92,72,8,92,55,22,92,65,15,92,62,18,92,69,11,92,61,12,92,62,14,92,62,15,92,71,6,92,68,12,92,62,13,92,57,20,92,53,19,92,64,13,92,64,13
,93,62,13,93,63,15,93,55,23,93,57,21,93,54,23,93,53,19,93,60,8,93,61,19,93,67,11,93,63,12,93,54,22,93,64,10,93,70,10,93,64,11,93,75,4,93,54,21,93,61,16,93,68,11,93,59,20,93,71,9,93,65,11,93,60,15,93,70,7,93,67,11,93,58,17,93,61,19,93,71,6,93,58,19,93,66,14,93,69,11,93,63,14,93,69,6,93,54,22,93,63,17,93,69,10,93,72,8,93,55,22,93,65,15,93,62,18,93,69,11,93,61,12,93,62,14,93,62,15,93,71,6,93,68,12,93,62,13,93,57,20,93,53,19,93,64,13,93,64,13
,94,61,14,94,63,15,94,55,23,94,57,21,94,53,24,94,53,19,94,60,8,94,61,19,94,66,12,94,63,12,94,54,22,94,64,10,94,69,11,94,64,11,94,75,4,94,54,21,94,61,16,94,68,11,94,58,21,94,71,9,94,65,11,94,60,15,94,70,7,94,67,11,94,58,17,94,60,20,94,71,6,94,58,19,94,66,14,94,69,11,94,63,14,94,69,6,94,54,22,94,63,17,94,69,10,94,72,8,94,55,22,94,65,15,94,62,18,94,69,11,94,61,12,94,62,14,94,62,15,94,71,6,94,68,12,94,62,13,94,57,20,94,53,19,94,64,13,94,64,13
,95,61,14,95,63,15,95,55,23,95,56,22,95,53,24,95,53,19,95,60,8,95,61,19,95,66,12,95,63,12,95,54,22,95,64,10,95,69,11,95,64,11,95,75,4,95,54,21,95,60,17,95,68,11,95,57,22,95,71,9,95,65,11,95,60,15,95,70,7,95,67,11,95,58,17,95,60,20,95,71,6,95,58,19,95,66,14,95,69,11,95,63,14,95,69,6,95,54,22,95,63,17,95,69,10,95,72,8,95,54,23,95,65,15,95,62,18,95,69,11,95,61,12,95,62,14,95,62,15,95,71,6,95,67,13,95,62,13,95,57,20,95,53,19,95,64,13,95,64,13
,96,61,14,96,63,15,96,55,23,96,55,23,96,53,24,96,52,20,96,60,8,96,61,19,96,66,12,96,63,12,96,54,22,96,64,10,96,69,11,96,63,12,96,74,5,96,54,21,96,60,17,96,68,11,96,57,22,96,71,9,96,64,12,96,59,16,96,70,7,96,66,12,96,58,17,96,60,20,96,71,6,96,58,19,96,66,14,96,69,11,96,62,15,96,69,6,96,54,22,96,63,17,96,69,10,96,72,8,96,53,24,96,65,15,96,62,18,96,69,11,96,61,12,96,61,15,96,62,15,96,71,6,96,67,13,96,62,13,96,57,20,96,53,19,96,64,13,96,64,13
,97,61,14,97,63,15,97,55,23,97,55,23,97,53,24,97,51,21,97,60,8,97,61,19,97,65,13,97,63,12,97,54,22,97,64,10,97,69,11,97,63,12,97,74,5,97,54,21,97,60,17,97,68,11,97,57,22,97,71,9,97,64,12,97,59,16,97,70,7,97,66,12,97,57,18,97,59,21,97,70,7,97,58,19,97,66,14,97,69,11,97,61,16,97,69,6,97,54,22,97,63,17,97,69,10,97,71,9,97,53,24,97,65,15,97,62,18,97,69,11,97,61,12,97,61,15,97,62,15,97,71,6,97,67,13,97,62,13,97,57,20,97,52,20,97,64,13,97,64,13
,98,61,14,98,63,15,98,55,23,98,55,23,98,53,24,98,51,21,98,60,8,98,61,19,98,65,13,98,63,12,98,54,22,98,64,10,98,69,11,98,63,12,98,74,5,98,54,21,98,59,18,98,68,11,98,57,22,98,71,9,98,64,12,98,58,17,98,70,7,98,66,12,98,56,19,98,59,21,98,70,7,98,58,19,98,66,14,98,69,11,98,60,17,98,69,6,98,54,22,98,63,17,98,69,10,98,71,9,98,53,24,98,65,15,98,62,18,98,69,11,98,61,12,98,61,15,98,62,15,98,71,6,98,67,13,98,62,13,98,57,20,98,52,20,98,64,13,98,64,13
,99,61,14,99,62,16,99,55,23,99,55,23,99,53,24,99,51,21,99,60,8,99,61,19,99,65,13,99,63,12,99,54,22,99,64,10,99,69,11,99,63,12,99,74,5,99,54,21,99,59,18,99,68,11,99,57,22,99,71,9,99,64,12,99,58,17,99,70,7,99,66,12,99,56,19,99,58,22,99,70,7,99,57,20,99,66,14,99,69,11,99,59,18,99,69,6,99,54,22,99,63,17,99,68,11,99,71,9,99,52,25,99,65,15,99,62,18,99,69,11,99,61,12,99,61,15,99,62,15,99,71,6,99,67,13,99,62,13,99,57,20,99,52,20,99,64,13,99,64,13
,100,61,14,100,62,16,100,55,23,100,55,23,100,53,24,100,51,21,100,59,9,100,61,19,100,65,13,100,63,12,100,54,22,100,64,10,100,69,11,100,63,12,100,74,5,100,54,21,100,58,19,100,67,12,100,57,22,100,71,9,100,63,13,100,58,17,100,70,7,100,66,12,100,55,20,100,57,23,100,70,7,100,56,21,100,66,14,100,69,11,100,59,18,100,69,6,100,54,22,100,63,17,100,68,11,100,71,9,100,52,25,100,65,15,100,62,18,100,69,11,100,61,12,100,61,15,100,61,16,100,71,6,100,67,13,100,62,13,100,57,20,100,52,20,100,63,14,100,64,13
